"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","OBP","SLG","OPS","ISO","BABIP","LD%","GB%","FB%","HR/FB","wOBA","WAR","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","EV","LA","maxEV","Barrel%","HardHit%","CSW%","xBA","xSLG","xwOBA","playerid"
"Brian Serven","COL","62","187","205","38","27","4","1","6","19","16","13","0","44","2","1","2","7","0","0",".203","6.3%","21.5%",".261",".332",".593",".128",".232","20.3%","44.8%","35.0%","12.0%",".263","0.5","52","40.7%","73.2%","54.5%","64.5%","81.5%","14.1%","45.2%","32.9%","21.9%","24.0%","52.1%","24.0%","84.5","12.5","105.8","2.7%","28.8%","27.6%",".212",".291",".254","19422"
"Cooper Hummel","ARI","66","176","201","31","17","8","3","3","20","17","23","0","64","1","1","0","4","4","1",".176","11.4%","31.8%",".274",".307",".580",".131",".255","17.7%","46.9%","35.4%","7.5%",".262","-0.8","65","22.7%","64.0%","40.9%","52.9%","84.8%","10.3%","43.4%","37.2%","19.5%","27.4%","41.6%","31.0%","87.6","7.7","110.9","7.1%","35.4%","29.9%",".210",".332",".292","19458"
"Josh Smith","TEX","73","213","253","42","35","5","0","2","23","16","28","0","50","7","3","2","1","4","3",".197","11.1%","19.8%",".307",".249",".556",".052",".244","23.9%","33.7%","42.3%","2.9%",".262","0.0","68","23.5%","62.8%","40.5%","65.0%","86.6%","8.3%","36.3%","38.7%","25.0%","17.9%","58.9%","23.2%","87.0","19.2","105.4","2.4%","28.6%","27.5%",".224",".313",".296","26396"
"Maikel Franco","WSN","103","371","388","85","61","15","0","9","31","39","12","0","75","2","3","0","18","1","0",".229","3.1%","19.3%",".255",".342",".597",".113",".262","19.7%","44.5%","35.8%","8.4%",".261","-0.8","64","42.5%","69.1%","53.6%","62.4%","84.6%","13.8%","46.8%","31.8%","21.4%","23.1%","48.5%","28.4%","87.0","11.5","112.1","4.7%","34.4%","29.8%",".243",".351",".272","12179"
"Kole Calhoun","TEX","125","388","424","76","49","14","1","12","36","49","27","0","136","6","3","0","6","3","2",".196","6.4%","32.1%",".257",".330",".587",".134",".263","24.3%","38.0%","37.6%","12.5%",".260","-1.1","67","36.2%","79.6%","53.1%","51.3%","75.1%","18.5%","47.8%","34.1%","18.0%","14.9%","49.4%","35.7%","90.8","15.4","109.9","9.8%","48.2%","30.1%",".223",".382",".294","11200"
"Victor Robles","WSN","132","366","407","82","64","10","2","6","42","33","17","0","104","9","4","11","3","15","4",".224","4.2%","25.6%",".273",".311",".584",".087",".292","20.7%","40.2%","39.0%","6.3%",".260","0.3","64","35.3%","72.9%","52.2%","57.5%","83.6%","13.6%","43.0%","31.0%","26.0%","20.9%","57.8%","21.3%","84.6","15.8","109.7","3.2%","23.8%","27.5%",".203",".280",".244","18363"
"Avisail Garcia","MIA","98","357","380","80","63","9","0","8","31","35","17","0","109","4","2","0","12","4","0",".224","4.5%","28.7%",".266",".317",".582",".092",".298","18.0%","55.6%","26.4%","12.1%",".258","-0.6","66","44.5%","84.4%","59.0%","46.9%","81.9%","20.6%","35.6%","39.2%","25.2%","19.2%","51.2%","29.6%","88.7","2.8","116.8","6.4%","44.8%","29.2%",".230",".366",".281","5760"
"Eddie Rosario","ATL","80","250","270","53","35","12","1","5","27","24","17","0","68","0","3","0","3","3","0",".212","6.3%","25.2%",".259",".328",".587",".116",".267","19.7%","39.3%","41.0%","6.7%",".258","-1.1","61","42.0%","71.3%","52.9%","59.8%","81.3%","15.5%","42.2%","40.5%","17.3%","14.1%","59.5%","26.5%","87.7","15.2","107.3","5.4%","33.0%","30.8%",".200",".318",".250","12155"
"Max Stassi","LAA","102","333","375","60","38","12","1","9","32","30","38","0","112","2","1","1","12","0","0",".180","10.1%","29.9%",".267",".303",".571",".123",".239","9.9%","52.3%","37.8%","10.7%",".258","0.0","63","25.3%","69.8%","44.1%","47.6%","79.7%","13.6%","37.2%","39.0%","23.8%","19.3%","50.7%","30.0%","88.6","9.5","107.5","9.4%","38.6%","30.0%",".180",".325",".266","10059"
"Myles Straw","CLE","152","535","596","118","93","22","3","0","72","32","54","0","87","1","4","2","4","21","1",".221","9.1%","14.6%",".291",".273",".564",".052",".261","19.1%","47.2%","33.7%","0.0%",".257","2.0","64","23.4%","59.9%","40.4%","78.4%","93.9%","4.4%","26.0%","37.9%","36.1%","15.2%","60.1%","24.7%","87.0","9.8","104.8","0.7%","26.4%","27.1%",".236",".301",".275","17620"
"Marwin Gonzalez","NYY","86","184","207","34","21","7","0","6","20","18","14","0","54","4","2","3","8","3","0",".185","6.8%","26.1%",".255",".321",".576",".136",".222","23.5%","36.4%","40.2%","11.3%",".257","0.0","65","38.1%","66.1%","49.5%","64.3%","89.2%","10.9%","51.1%","23.7%","25.2%","20.0%","49.6%","30.4%","88.0","19.4","107.0","5.9%","37.0%","28.0%",".217",".345",".282","5497"
"Akil Baddoo","DET","73","201","225","41","34","3","2","2","30","9","24","0","64","0","0","0","2","9","6",".204","10.7%","28.4%",".289",".269",".558",".065",".289","17.8%","42.2%","40.0%","3.7%",".256","-0.2","65","31.1%","68.9%","46.5%","58.0%","85.2%","11.9%","33.6%","32.8%","33.6%","24.8%","52.6%","22.6%","85.0","14.2","108.5","3.6%","27.0%","26.9%",".192",".270",".253","22168"
"Adam Engel","CHW","119","245","260","55","39","13","1","2","32","17","11","1","76","4","0","0","2","12","4",".224","4.2%","29.2%",".269",".310",".579",".086",".317","21.4%","39.3%","39.3%","3.0%",".256","-0.1","63","32.4%","67.4%","46.9%","48.9%","81.9%","14.7%","41.4%","31.4%","27.2%","16.6%","56.8%","26.6%","87.9","15.0","111.2","1.8%","32.5%","31.9%",".219",".287",".246","15082"
"Sheldon Neuse","OAK","89","271","293","58","48","4","2","4","25","26","20","0","80","2","0","0","5","6","1",".214","6.8%","27.3%",".273",".288",".561",".074",".289","17.8%","63.9%","18.3%","11.4%",".253","-0.5","67","35.0%","72.7%","50.7%","53.6%","88.0%","13.1%","30.9%","35.6%","33.5%","13.6%","58.6%","27.7%","89.1","1.5","108.3","3.1%","38.2%","28.6%",".212",".291",".254","19635"
"Tucker Barnhart","DET","94","281","308","62","51","10","0","1","16","16","25","0","74","1","0","1","7","0","0",".221","8.1%","24.0%",".287",".267",".554",".046",".296","16.2%","53.4%","30.4%","1.6%",".253","-0.2","63","30.1%","67.8%","46.1%","65.7%","89.6%","8.9%","36.5%","34.6%","28.8%","19.7%","61.5%","18.8%","84.5","10.1","105.2","1.9%","25.5%","26.2%",".201",".264",".244","10200"
"Geraldo Perdomo","ARI","148","431","500","84","67","10","2","5","58","40","50","0","103","5","2","12","3","9","2",".195","10.0%","20.6%",".285",".262",".547",".067",".243","21.5%","46.7%","31.9%","5.0%",".253","0.6","58","24.0%","59.9%","40.1%","71.0%","88.3%","7.0%","40.9%","35.1%","24.0%","18.4%","59.1%","22.5%","85.0","12.1","104.7","2.0%","24.9%","27.9%",".213",".282",".269","22799"
"Taylor Walls","TBR","142","407","466","70","42","18","2","8","53","33","52","0","120","2","2","2","6","10","3",".172","11.2%","25.8%",".268",".285",".553",".113",".221","20.9%","37.3%","41.8%","6.7%",".252","-0.5","66","23.9%","66.3%","42.6%","65.2%","81.5%","10.1%","37.5%","33.0%","29.6%","14.8%","59.5%","25.8%","86.3","16.6","105.7","6.2%","28.1%","28.8%",".196",".304",".270","22458"
"Jackie Bradley Jr.","- - -","132","344","370","70","42","23","1","4","30","38","24","0","77","0","0","2","5","2","3",".203","6.5%","20.8%",".255",".311",".566",".108",".251","17.0%","50.6%","32.5%","4.7%",".252","-0.1","56","32.2%","70.8%","49.3%","62.7%","78.6%","13.4%","42.8%","34.6%","22.7%","17.8%","54.6%","27.5%","87.6","7.4","107.6","4.8%","37.2%","29.6%",".223",".330",".268","12984"
"Didi Gregorius","PHI","63","214","232","45","31","9","4","1","17","19","13","0","36","3","2","0","0","1","0",".210","5.6%","15.5%",".263",".304",".567",".093",".246","19.1%","39.9%","41.0%","1.4%",".251","-0.3","58","44.8%","82.4%","60.2%","63.3%","91.4%","12.6%","34.4%","42.2%","23.3%","24.4%","55.6%","20.0%","84.5","15.8","106.5","2.8%","22.8%","21.4%",".237",".327",".275","6012"
"Robinson Chirinos","BAL","67","195","220","35","22","9","0","4","10","22","19","0","67","4","1","1","4","1","0",".179","8.6%","30.5%",".265",".287",".552",".108",".248","18.1%","40.2%","41.7%","7.5%",".251","-1.6","61","35.6%","72.2%","49.9%","50.8%","81.3%","15.9%","51.5%","33.8%","14.6%","20.0%","53.1%","26.9%","84.8","17.6","107.6","6.9%","33.1%","29.8%",".168",".281",".245","3142"
"Sam Hilliard","COL","70","174","200","32","23","6","1","2","26","14","23","0","57","1","2","0","2","5","1",".184","11.5%","28.5%",".280",".264",".544",".080",".256","18.5%","44.5%","37.0%","4.5%",".251","-0.5","44","23.8%","69.9%","43.7%","49.2%","74.4%","14.6%","36.1%","42.9%","21.0%","15.1%","50.4%","34.5%","92.0","13.4","115.1","9.2%","48.7%","30.7%",".216",".361",".303","17954"
"Nicky Lopez","KCR","142","436","480","99","83","12","4","0","51","20","29","0","63","4","1","10","8","13","3",".227","6.0%","13.1%",".281",".273",".554",".046",".265","21.1%","54.2%","24.7%","0.0%",".251","1.2","57","33.5%","67.8%","48.4%","78.1%","88.8%","7.4%","29.4%","38.3%","32.3%","18.5%","59.6%","21.9%","84.9","4.9","106.7","1.6%","22.4%","24.3%",".243",".312",".273","19339"
"Jonathan Villar","- - -","59","202","220","42","31","6","2","3","25","18","15","0","59","0","2","1","4","7","0",".208","6.8%","26.8%",".260",".302",".562",".094",".275","17.5%","60.1%","22.4%","9.4%",".250","-1.3","58","34.0%","75.7%","50.4%","59.7%","76.2%","15.4%","30.1%","45.2%","24.7%","19.9%","54.1%","26.0%","89.6","-0.7","109.5","2.7%","39.7%","26.8%",".208",".283",".247","10071"
"Mauricio Dubon","- - -","104","243","265","52","38","9","0","5","31","24","13","0","30","1","5","3","7","2","3",".214","4.9%","11.3%",".252",".313",".565",".099",".221","16.6%","38.7%","44.7%","5.2%",".248","0.2","58","40.2%","74.7%","54.9%","80.5%","89.9%","7.7%","33.9%","43.4%","22.6%","17.6%","57.5%","24.9%","84.7","16.7","107.6","2.3%","29.9%","21.6%",".240",".331",".272","16530"
"Abraham Toro","SEA","109","324","352","60","36","13","1","10","36","35","22","1","65","2","4","0","4","2","0",".185","6.3%","18.5%",".239",".324",".563",".139",".198","14.4%","39.5%","46.0%","8.3%",".246","-0.7","62","33.4%","65.2%","47.0%","67.2%","89.3%","9.3%","46.0%","34.6%","19.4%","19.8%","57.0%","23.2%","87.0","16.7","108.2","6.8%","29.7%","27.4%",".226",".372",".284","19844"
"Jonathan Schoop","DET","131","481","510","97","62","23","1","11","48","38","19","1","107","6","4","0","15","5","0",".202","3.7%","21.0%",".239",".322",".561",".121",".234","19.0%","46.0%","34.9%","8.3%",".245","1.5","57","40.8%","76.8%","55.5%","61.1%","85.6%","13.9%","39.9%","39.7%","20.4%","24.1%","50.5%","25.4%","87.0","9.7","111.6","4.8%","38.6%","27.3%",".228",".338",".268","11265"
"Nick Allen","OAK","100","299","326","62","45","13","0","4","31","19","19","0","64","1","1","6","5","3","2",".207","5.8%","19.6%",".256",".291",".547",".084",".250","16.9%","51.5%","31.6%","5.5%",".245","0.5","61","36.9%","72.9%","51.9%","63.9%","88.0%","11.4%","31.8%","31.8%","36.4%","19.4%","60.7%","19.8%","83.9","7.6","104.6","1.2%","22.3%","25.6%",".210",".266",".238","22277"
"Paul DeJong","STL","77","210","237","33","18","9","0","6","19","25","21","0","79","4","2","0","2","3","2",".157","8.9%","33.3%",".245",".286",".530",".129",".213","16.5%","33.1%","50.4%","9.0%",".241","0.1","55","31.4%","73.4%","48.7%","47.8%","78.0%","16.3%","48.9%","20.3%","30.8%","21.1%","48.9%","30.1%","87.6","21.7","110.3","9.8%","37.6%","31.0%",".182",".327",".267","18015"
"Andrew Velazquez","LAA","125","322","349","63","46","8","0","9","37","28","15","0","119","3","3","6","3","17","1",".196","4.3%","34.1%",".236",".304",".540",".109",".274","19.5%","46.7%","33.8%","13.6%",".239","0.3","50","34.2%","75.8%","52.3%","51.4%","77.1%","17.0%","33.5%","41.0%","25.5%","15.6%","57.1%","27.4%","88.0","8.2","109.1","6.6%","33.5%","30.2%",".202",".312",".246","14196"
"Yadier Molina","STL","80","262","270","56","43","8","0","5","19","24","5","0","40","2","1","0","10","2","0",".214","1.9%","14.8%",".233",".302",".535",".088",".234","21.1%","38.1%","40.8%","5.5%",".235","0.1","51","46.2%","74.9%","58.4%","76.0%","84.4%","11.4%","39.0%","37.2%","23.8%","22.9%","55.2%","22.0%","84.7","16.9","107.8","3.1%","26.0%","24.0%",".230",".328",".254","7007"
"Austin Hedges","CLE","105","294","338","48","37","4","0","7","26","30","25","0","78","6","3","10","12","2","0",".163","7.4%","23.1%",".241",".248",".489",".085",".193","18.0%","38.2%","43.8%","7.4%",".225","-0.6","42","31.8%","68.0%","46.8%","59.5%","84.4%","11.9%","45.4%","33.2%","21.4%","18.8%","59.4%","21.8%","84.2","16.7","107.1","3.1%","22.3%","28.2%",".183",".264",".240","12976"
"Leury Garcia","CHW","97","300","315","63","52","8","0","3","38","20","7","0","65","3","3","2","6","2","0",".210","2.2%","20.6%",".233",".267",".500",".057",".255","20.4%","50.2%","29.4%","4.3%",".221","-1.1","39","41.1%","76.2%","56.3%","66.5%","84.0%","13.1%","35.0%","38.8%","26.3%","20.4%","58.8%","20.8%","87.0","6.2","109.2","4.2%","34.2%","25.6%",".233",".325",".258","5913"
"Brett Phillips","- - -","83","201","225","29","18","6","0","5","22","15","16","0","94","3","1","4","0","7","0",".144","7.1%","41.8%",".217",".249",".466",".104",".233","23.6%","32.1%","44.3%","10.6%",".213","0.1","38","24.7%","65.6%","43.5%","51.9%","69.9%","15.5%","47.3%","32.1%","20.5%","14.3%","61.6%","24.1%","88.5","22.8","107.8","4.5%","28.6%","33.6%",".156",".244",".220","14735"
"Cristian Pache","OAK","91","241","260","40","30","5","2","3","18","18","15","0","70","1","0","3","5","2","2",".166","5.8%","26.9%",".218",".241",".459",".075",".220","17.6%","57.1%","25.3%","7.0%",".207","-1.0","35","31.1%","73.4%","49.2%","52.1%","82.4%","14.1%","47.1%","35.1%","17.8%","20.7%","54.0%","25.3%","89.4","3.8","108.6","3.4%","40.8%","29.2%",".228",".300",".259","19948"
